 "GAGE No.  3:  K,I,J Coord. =   1, 44, 76;  STREAM SEGMENT =  14;  REACH =   6 "
     "DATA: Time           Stage            Flow"
     1.0100000E+02   1.9365999E+03   1.9684545E+04
     1.0200000E+02   1.9366018E+03   2.0325664E+04
     1.0300000E+02   1.9366003E+03   1.9844895E+04
     1.0400000E+02   1.9365977E+03   1.8972443E+04
     1.0500000E+02   1.9365969E+03   1.8733227E+04
     1.0600000E+02   1.9365972E+03   1.8814805E+04
     1.0700000E+02   1.9365933E+03   1.7579143E+04
     1.0800000E+02   1.9365917E+03   1.7074533E+04
     1.0900000E+02   1.9365895E+03   1.6410332E+04
     1.1000000E+02   1.9365918E+03   1.7124871E+04
     1.1100000E+02   1.9365907E+03   1.6787904E+04
     1.1200000E+02   1.9365887E+03   1.6188998E+04
     1.1300000E+02   1.9365883E+03   1.6043111E+04
     1.1400000E+02   1.9365883E+03   1.6020329E+04
     1.1500000E+02   1.9365907E+03   1.6761518E+04
     1.1600000E+02   1.9365955E+03   1.8271496E+04
     1.1700000E+02   1.9365878E+03   1.5857277E+04
     1.1800000E+02   1.9365862E+03   1.5384419E+04
     1.1900000E+02   1.9365862E+03   1.5413379E+04
     1.2000000E+02   1.9365857E+03   1.5243963E+04
     1.2100000E+02   1.9365856E+03   1.5235615E+04
     1.2200000E+02   1.9365858E+03   1.5281493E+04
     1.2300000E+02   1.9365861E+03   1.5360985E+04
     1.2400000E+02   1.9365863E+03   1.5449951E+04
     1.2500000E+02   1.9365867E+03   1.5544106E+04
     1.2600000E+02   1.9365869E+03   1.5633194E+04
     1.2700000E+02   1.9365873E+03   1.5717539E+04
     1.2800000E+02   1.9365875E+03   1.5795943E+04
     1.2900000E+02   1.9365876E+03   1.5865194E+04
     1.3000000E+02   1.9365879E+03   1.5928224E+04
     1.3100000E+02   1.9365881E+03   1.5982567E+04
     1.3200000E+02   1.9365883E+03   1.6032879E+04
     1.3300000E+02   1.9365884E+03   1.6070910E+04
     1.3400000E+02   1.9365885E+03   1.6104430E+04
     1.3500000E+02   1.9365938E+03   1.7731330E+04
     1.3600000E+02   1.9366030E+03   2.0752211E+04
     1.3700000E+02   1.9366434E+03   3.6082547E+04
     1.3800000E+02   1.9367863E+03   1.1410184E+05
     1.3900000E+02   1.9367234E+03   7.5436508E+04
     1.4000000E+02   1.9367487E+03   9.0169578E+04
     1.4100000E+02   1.9367812E+03   1.1073942E+05
     1.4200000E+02   1.9367816E+03   1.1094495E+05
     1.4300000E+02   1.9368018E+03   1.2450806E+05
     1.4400000E+02   1.9367140E+03   7.0195742E+04
     1.4500000E+02   1.9366874E+03   5.6274559E+04
     1.4600000E+02   1.9366934E+03   5.9274270E+04
     1.4700000E+02   1.9367120E+03   6.9130586E+04
     1.4800000E+02   1.9366761E+03   5.0743184E+04
     1.4900000E+02   1.9366541E+03   4.0566691E+04
     1.5000000E+02   1.9366404E+03   3.4753176E+04
     1.5100000E+02   1.9366304E+03   3.0726906E+04
     1.5200000E+02   1.9366229E+03   2.7844482E+04
     1.5300000E+02   1.9366172E+03   2.5727670E+04
     1.5400000E+02   1.9366140E+03   2.4557221E+04
     1.5500000E+02   1.9366172E+03   2.5749896E+04
     1.5600000E+02   1.9366166E+03   2.5487586E+04
     1.5700000E+02   1.9366158E+03   2.5233988E+04
     1.5800000E+02   1.9366252E+03   2.8742314E+04
     1.5900000E+02   1.9366338E+03   3.2096281E+04
     1.6000000E+02   1.9366387E+03   3.4088645E+04
     1.6100000E+02   1.9366532E+03   4.0230215E+04
     1.6200000E+02   1.9366622E+03   4.4261492E+04
     1.6300000E+02   1.9366577E+03   4.2194035E+04
     1.6400000E+02   1.9366500E+03   3.8833102E+04
     1.6500000E+02   1.9366404E+03   3.4743863E+04
     1.6600000E+02   1.9366360E+03   3.2965914E+04
     1.6700000E+02   1.9366274E+03   2.9579693E+04
     1.6800000E+02   1.9366160E+03   2.5265430E+04
     1.6900000E+02   1.9366097E+03   2.3037451E+04
     1.7000000E+02   1.9366066E+03   2.1967188E+04
     1.7100000E+02   1.9366068E+03   2.2047861E+04
     1.7200000E+02   1.9366010E+03   2.0045266E+04
     1.7300000E+02   1.9366061E+03   2.1771631E+04
     1.7400000E+02   1.9366146E+03   2.4824686E+04
     1.7500000E+02   1.9366226E+03   2.7725301E+04
     1.7600000E+02   1.9366162E+03   2.5374049E+04
     1.7700000E+02   1.9368339E+03   1.4748112E+05
     1.7800000E+02   1.9366735E+03   4.9483293E+04
     1.7900000E+02   1.9366636E+03   4.4862430E+04
     1.8000000E+02   1.9366776E+03   5.1474148E+04
     1.8100000E+02   1.9367035E+03   6.4593047E+04
     1.8200000E+02   1.9366488E+03   3.8342258E+04
     1.8300000E+02   1.9366355E+03   3.2789238E+04
     1.8400000E+02   1.9366556E+03   4.1338285E+04
     1.8500000E+02   1.9366445E+03   3.6503875E+04
     1.8600000E+02   1.9366382E+03   3.3875906E+04
     1.8700000E+02   1.9366578E+03   4.2306328E+04
     1.8800000E+02   1.9366670E+03   4.6484555E+04
     1.8900000E+02   1.9366622E+03   4.4252883E+04
     1.9000000E+02   1.9366469E+03   3.7485676E+04
     1.9100000E+02   1.9366465E+03   3.7348855E+04
     1.9200000E+02   1.9366526E+03   3.9972254E+04
     1.9300000E+02   1.9366429E+03   3.5837824E+04
     1.9400000E+02   1.9366398E+03   3.4475859E+04
     1.9500000E+02   1.9366373E+03   3.3495121E+04
     1.9600000E+02   1.9366499E+03   3.8729844E+04
     1.9700000E+02   1.9366580E+03   4.2266422E+04
     1.9800000E+02   1.9366499E+03   3.8749105E+04
     1.9900000E+02   1.9366506E+03   3.9032773E+04
     2.0000000E+02   1.9366500E+03   3.8786828E+04
     2.0100000E+02   1.9366377E+03   3.3596375E+04
     2.0200000E+02   1.9366505E+03   3.8990375E+04
     2.0300000E+02   1.9366459E+03   3.6999988E+04
     2.0400000E+02   1.9366421E+03   3.5434348E+04
     2.0500000E+02   1.9366383E+03   3.3860336E+04
     2.0600000E+02   1.9366285E+03   2.9980969E+04
     2.0700000E+02   1.9366227E+03   2.7732732E+04
     2.0800000E+02   1.9366082E+03   2.2444062E+04
     2.0900000E+02   1.9366025E+03   2.0567223E+04
     2.1000000E+02   1.9365988E+03   1.9311150E+04
     2.1100000E+02   1.9366017E+03   2.0282334E+04
     2.1200000E+02   1.9365946E+03   1.7975893E+04
     2.1300000E+02   1.9365890E+03   1.6215716E+04
     2.1400000E+02   1.9365807E+03   1.3768290E+04
     2.1500000E+02   1.9365828E+03   1.4369379E+04
     2.1600000E+02   1.9365747E+03   1.2113951E+04
     2.1700000E+02   1.9365714E+03   1.1214604E+04
     2.1800000E+02   1.9365696E+03   1.0765375E+04
     2.1900000E+02   1.9365667E+03   1.0012940E+04
     2.2000000E+02   1.9365662E+03   9.8954268E+03
     2.2100000E+02   1.9365679E+03   1.0324671E+04
     2.2200000E+02   1.9365697E+03   1.0792361E+04
     2.2300000E+02   1.9365691E+03   1.0628718E+04
     2.2400000E+02   1.9365692E+03   1.0671377E+04
     2.2500000E+02   1.9365709E+03   1.1117353E+04
     2.2600000E+02   1.9365688E+03   1.0563615E+04
     2.2700000E+02   1.9365730E+03   1.1638377E+04
     2.2800000E+02   1.9365718E+03   1.1324980E+04
     2.2900000E+02   1.9365692E+03   1.0647614E+04
     2.3000000E+02   1.9365658E+03   9.8074785E+03
     2.3100000E+02   1.9366670E+03   4.6407801E+04
     2.3200000E+02   1.9366067E+03   2.1958199E+04
     2.3300000E+02   1.9365957E+03   1.8321355E+04
     2.3400000E+02   1.9365872E+03   1.5676404E+04
     2.3500000E+02   1.9365826E+03   1.4356685E+04
     2.3600000E+02   1.9365779E+03   1.3004357E+04
     2.3700000E+02   1.9365737E+03   1.1845653E+04
     2.3800000E+02   1.9365768E+03   1.2675746E+04
     2.3900000E+02   1.9365950E+03   1.8099004E+04
     2.4000000E+02   1.9365795E+03   1.3454135E+04
     2.4100000E+02   1.9365739E+03   1.1875873E+04
     2.4200000E+02   1.9365703E+03   1.0950644E+04
     2.4300000E+02   1.9365660E+03   9.8559854E+03
     2.4400000E+02   1.9365631E+03   9.1344365E+03
     2.4500000E+02   1.9365609E+03   8.6124863E+03
     2.4600000E+02   1.9365605E+03   8.5150342E+03
     2.4700000E+02   1.9365587E+03   8.0980718E+03
     2.4800000E+02   1.9365579E+03   7.8996235E+03
     2.4900000E+02   1.9365569E+03   7.6700098E+03
     2.5000000E+02   1.9365560E+03   7.4760024E+03
     2.5100000E+02   1.9365553E+03   7.3289551E+03
     2.5200000E+02   1.9365548E+03   7.2134814E+03
     2.5300000E+02   1.9365544E+03   7.1209746E+03
     2.5400000E+02   1.9365540E+03   7.0214570E+03
     2.5500000E+02   1.9365536E+03   6.9598247E+03
     2.5600000E+02   1.9365535E+03   6.9102056E+03
     2.5700000E+02   1.9365532E+03   6.8756343E+03
     2.5800000E+02   1.9365532E+03   6.8651631E+03
     2.5900000E+02   1.9365532E+03   6.8698550E+03
     2.6000000E+02   1.9365531E+03   6.8491152E+03
     2.6100000E+02   1.9365530E+03   6.8112295E+03
     2.6200000E+02   1.9365527E+03   6.7719258E+03
     2.6300000E+02   1.9365526E+03   6.7363169E+03
     2.6400000E+02   1.9365525E+03   6.7080747E+03
     2.6500000E+02   1.9365524E+03   6.6863906E+03
     2.6600000E+02   1.9365522E+03   6.6674951E+03
     2.6700000E+02   1.9365522E+03   6.6514810E+03
     2.6800000E+02   1.9365521E+03   6.6365898E+03
     2.6900000E+02   1.9365521E+03   6.6225776E+03
     2.7000000E+02   1.9365520E+03   6.6113628E+03
     2.7100000E+02   1.9365520E+03   6.5961147E+03
     2.7200000E+02   1.9365519E+03   6.5824146E+03
     2.7300000E+02   1.9365519E+03   6.5703149E+03
     2.7400000E+02   1.9365518E+03   6.5582715E+03
     2.7500000E+02   1.9365518E+03   6.5446807E+03
     2.7600000E+02   1.9365516E+03   6.5337500E+03
     2.7700000E+02   1.9365516E+03   6.5238838E+03
     2.7800000E+02   1.9365515E+03   6.5104370E+03
     2.7900000E+02   1.9365515E+03   6.4973164E+03
     2.8000000E+02   1.9365514E+03   6.4884663E+03
     2.8100000E+02   1.9365514E+03   6.4785166E+03
     2.8200000E+02   1.9365514E+03   6.4682754E+03
     2.8300000E+02   1.9365513E+03   6.4554346E+03
     2.8400000E+02   1.9365513E+03   6.4460312E+03
     2.8500000E+02   1.9365511E+03   6.4365239E+03
     2.8600000E+02   1.9365511E+03   6.4277729E+03
     2.8700000E+02   1.9365511E+03   6.4155474E+03
     2.8800000E+02   1.9365510E+03   6.4052134E+03
     2.8900000E+02   1.9365510E+03   6.3970869E+03
     2.9000000E+02   1.9365510E+03   6.3876880E+03
     2.9100000E+02   1.9365509E+03   6.3777275E+03
     2.9200000E+02   1.9365509E+03   6.3680874E+03
     2.9300000E+02   1.9365508E+03   6.3577866E+03
     2.9400000E+02   1.9365508E+03   6.3473262E+03
     2.9500000E+02   1.9365508E+03   6.3388311E+03
     2.9600000E+02   1.9365507E+03   6.3271899E+03
     2.9700000E+02   1.9365507E+03   6.3184712E+03
     2.9800000E+02   1.9365507E+03   6.3106016E+03
     2.9900000E+02   1.9365505E+03   6.3031807E+03
     3.0000000E+02   1.9365505E+03   6.2919751E+03
     3.0100000E+02   1.9365504E+03   6.2842832E+03
     3.0200000E+02   1.9365504E+03   6.2761631E+03
     3.0300000E+02   1.9365504E+03   6.2683735E+03
     3.0400000E+02   1.9365503E+03   6.2598291E+03
     3.0500000E+02   1.9365503E+03   6.2502661E+03
     3.0600000E+02   1.9365503E+03   6.2399351E+03
     3.0700000E+02   1.9365502E+03   6.2323618E+03
     3.0800000E+02   1.9365502E+03   6.2237104E+03
     3.0900000E+02   1.9365502E+03   6.2149556E+03
     3.1000000E+02   1.9365500E+03   6.2066006E+03
     3.1100000E+02   1.9365500E+03   6.1978003E+03
     3.1200000E+02   1.9365500E+03   6.1888442E+03
     3.1300000E+02   1.9365499E+03   6.1795029E+03
     3.1400000E+02   1.9365499E+03   6.1726113E+03
     3.1500000E+02   1.9365499E+03   6.1652910E+03
     3.1600000E+02   1.9365498E+03   6.1557114E+03
     3.1700000E+02   1.9365498E+03   6.1479727E+03
     3.1800000E+02   1.9365498E+03   6.1375488E+03
     3.1900000E+02   1.9365497E+03   6.1298550E+03
     3.2000000E+02   1.9365497E+03   6.1224771E+03
     3.2100000E+02   1.9365497E+03   6.1154434E+03
     3.2200000E+02   1.9365518E+03   6.5616890E+03
     3.2300000E+02   1.9365503E+03   6.2593911E+03
     3.2400000E+02   1.9365500E+03   6.2008477E+03
     3.2500000E+02   1.9365499E+03   6.1585352E+03
     3.2600000E+02   1.9365497E+03   6.1289487E+03
     3.2700000E+02   1.9365496E+03   6.1069272E+03
     3.2800000E+02   1.9365496E+03   6.0880420E+03
     3.2900000E+02   1.9365494E+03   6.0730947E+03
     3.3000000E+02   1.9365494E+03   6.0610996E+03
     3.3100000E+02   1.9365493E+03   6.0526201E+03
     3.3200000E+02   1.9365493E+03   6.0422856E+03
     3.3300000E+02   1.9365492E+03   6.0332061E+03
     3.3400000E+02   1.9365492E+03   6.0256416E+03
     3.3500000E+02   1.9365492E+03   6.0166270E+03
     3.3600000E+02   1.9365492E+03   6.0079888E+03
     3.3700000E+02   1.9365491E+03   5.9998657E+03
     3.3800000E+02   1.9365491E+03   5.9937661E+03
     3.3900000E+02   1.9365491E+03   5.9860254E+03
     3.4000000E+02   1.9365490E+03   5.9775322E+03
     3.4100000E+02   1.9365490E+03   5.9695898E+03
     3.4200000E+02   1.9365490E+03   5.9635059E+03
     3.4300000E+02   1.9365490E+03   5.9568696E+03
     3.4400000E+02   1.9365488E+03   5.9500640E+03
     3.4500000E+02   1.9365488E+03   5.9440078E+03
     3.4600000E+02   1.9365488E+03   5.9359673E+03
     3.4700000E+02   1.9365487E+03   5.9296191E+03
     3.4800000E+02   1.9365487E+03   5.9235669E+03
     3.4900000E+02   1.9365487E+03   5.9164199E+03
     3.5000000E+02   1.9365487E+03   5.9099702E+03
     3.5100000E+02   1.9365486E+03   5.9017515E+03
     3.5200000E+02   1.9365486E+03   5.8963271E+03
     3.5300000E+02   1.9365494E+03   6.0813726E+03
     3.5400000E+02   1.9365490E+03   5.9577500E+03
     3.5500000E+02   1.9365487E+03   5.9280068E+03
     3.5600000E+02   1.9365486E+03   5.9065107E+03
     3.5700000E+02   1.9365486E+03   5.8891426E+03
     3.5800000E+02   1.9365485E+03   5.8755317E+03
     3.5900000E+02   1.9365485E+03   5.8672227E+03
     3.6000000E+02   1.9365483E+03   5.8570776E+03
     3.6100000E+02   1.9365723E+03   1.1470517E+04
     3.6200000E+02   1.9365557E+03   7.4148984E+03
     3.6300000E+02   1.9365532E+03   6.8699395E+03
     3.6400000E+02   1.9365516E+03   6.5317104E+03
     3.6500000E+02   1.9365507E+03   6.3205039E+03
     3.6600000E+02   1.9365499E+03   6.1829150E+03
     3.6700000E+02   1.9365496E+03   6.0917056E+03
     3.6800000E+02   1.9365492E+03   6.0179214E+03
     3.6900000E+02   1.9365500E+03   6.1955078E+03
     3.7000000E+02   1.9365492E+03   6.0099458E+03
     3.7100000E+02   1.9365490E+03   5.9656382E+03
     3.7200000E+02   1.9365487E+03   5.9316255E+03
     3.7300000E+02   1.9365677E+03   1.0304220E+04
     3.7400000E+02   1.9365613E+03   8.6933193E+03
     3.7500000E+02   1.9365645E+03   9.4871035E+03
     3.7600000E+02   1.9365770E+03   1.2765174E+04
     3.7700000E+02   1.9365677E+03   1.0294265E+04
     3.7800000E+02   1.9365640E+03   9.3467139E+03
     3.7900000E+02   1.9365618E+03   8.8382666E+03
     3.8000000E+02   1.9365641E+03   9.3937744E+03
     3.8100000E+02   1.9365643E+03   9.4588057E+03
     3.8200000E+02   1.9365690E+03   1.0619191E+04
     3.8300000E+02   1.9365731E+03   1.1717007E+04
     3.8400000E+02   1.9365679E+03   1.0347328E+04
     3.8500000E+02   1.9365642E+03   9.4368994E+03
     3.8600000E+02   1.9365610E+03   8.6683838E+03
     3.8700000E+02   1.9365583E+03   8.0374097E+03
     3.8800000E+02   1.9365564E+03   7.5745630E+03
     3.8900000E+02   1.9365548E+03   7.2308320E+03
     3.9000000E+02   1.9365537E+03   6.9750918E+03
     3.9100000E+02   1.9365529E+03   6.7953276E+03
     3.9200000E+02   1.9365520E+03   6.6111348E+03
     3.9300000E+02   1.9365571E+03   7.7392827E+03
     3.9400000E+02   1.9365553E+03   7.3355332E+03
     3.9500000E+02   1.9365541E+03   7.0680078E+03
     3.9600000E+02   1.9365541E+03   7.0544287E+03
     3.9700000E+02   1.9365555E+03   7.3840713E+03
     3.9800000E+02   1.9365627E+03   9.0717529E+03
     3.9900000E+02   1.9365767E+03   1.2688593E+04
     4.0000000E+02   1.9365914E+03   1.7045021E+04
     4.0100000E+02   1.9365972E+03   1.8853799E+04
     4.0200000E+02   1.9366058E+03   2.1732305E+04
     4.0300000E+02   1.9366194E+03   2.6593152E+04
     4.0400000E+02   1.9366138E+03   2.4518166E+04
     4.0500000E+02   1.9366161E+03   2.5350318E+04
     4.0600000E+02   1.9366177E+03   2.5927570E+04
     4.0700000E+02   1.9366128E+03   2.4130637E+04
     4.0800000E+02   1.9366141E+03   2.4639521E+04
     4.0900000E+02   1.9366102E+03   2.3238668E+04
     4.1000000E+02   1.9367756E+03   1.0708619E+05
     4.1100000E+02   1.9370869E+03   3.7768734E+05
     4.1200000E+02   1.9369260E+03   2.2136919E+05
     4.1300000E+02   1.9368458E+03   1.5633480E+05
     4.1400000E+02   1.9371154E+03   4.0854178E+05
     4.1500000E+02   1.9367825E+03   1.1157251E+05
     4.1600000E+02   1.9367316E+03   8.0100250E+04
     4.1700000E+02   1.9367241E+03   7.5829328E+04
     4.1800000E+02   1.9368108E+03   1.3093249E+05
     4.1900000E+02   1.9368796E+03   1.8273883E+05
     4.2000000E+02   1.9373781E+03   7.3874788E+05
     4.2100000E+02   1.9369309E+03   2.2569094E+05
     4.2200000E+02   1.9367661E+03   1.0100257E+05
     4.2300000E+02   1.9367168E+03   7.1758797E+04
     4.2400000E+02   1.9366847E+03   5.4964270E+04
     4.2500000E+02   1.9366620E+03   4.4151492E+04
     4.2600000E+02   1.9366455E+03   3.6912758E+04
     4.2700000E+02   1.9366334E+03   3.1939246E+04
     4.2800000E+02   1.9366244E+03   2.8413438E+04
     4.2900000E+02   1.9366174E+03   2.5834410E+04
     4.3000000E+02   1.9366139E+03   2.4516492E+04
     4.3100000E+02   1.9366188E+03   2.6306426E+04
     4.3200000E+02   1.9366288E+03   3.0101447E+04
     4.3300000E+02   1.9366610E+03   4.3701043E+04
     4.3400000E+02   1.9367018E+03   6.3688742E+04
     4.3500000E+02   1.9366947E+03   6.0029590E+04
     4.3600000E+02   1.9367262E+03   7.7067125E+04
     4.3700000E+02   1.9367808E+03   1.1045430E+05
     4.3800000E+02   1.9366927E+03   5.8985410E+04
     4.3900000E+02   1.9366683E+03   4.7084504E+04
     4.4000000E+02   1.9366582E+03   4.2427211E+04
     4.4100000E+02   1.9366787E+03   5.1995082E+04
     4.4200000E+02   1.9367260E+03   7.6889188E+04
     4.4300000E+02   1.9366669E+03   4.6392145E+04
     4.4400000E+02   1.9366591E+03   4.2849758E+04
     4.4500000E+02   1.9366876E+03   5.6422719E+04
     4.4600000E+02   1.9378207E+03   1.4587700E+06
     4.4700000E+02   1.9373185E+03   6.5746662E+05
     4.4800000E+02   1.9368014E+03   1.2432203E+05
     4.4900000E+02   1.9367449E+03   8.7915062E+04
     4.5000000E+02   1.9367067E+03   6.6280469E+04
     4.5100000E+02   1.9366801E+03   5.2633883E+04
     4.5200000E+02   1.9366621E+03   4.4221242E+04
     4.5300000E+02   1.9366514E+03   3.9416027E+04
     4.5400000E+02   1.9366414E+03   3.5166410E+04
     4.5500000E+02   1.9366327E+03   3.1664053E+04
     4.5600000E+02   1.9366257E+03   2.8912355E+04
     4.5700000E+02   1.9366304E+03   3.0764018E+04
     4.5800000E+02   1.9366202E+03   2.6877258E+04
     4.5900000E+02   1.9366158E+03   2.5255531E+04
     4.6000000E+02   1.9366125E+03   2.4039768E+04
     4.6100000E+02   1.9366100E+03   2.3132939E+04
     4.6200000E+02   1.9366079E+03   2.2413299E+04
     4.6300000E+02   1.9366062E+03   2.1829916E+04
     4.6400000E+02   1.9366047E+03   2.1344916E+04
     4.6500000E+02   1.9366036E+03   2.0944627E+04
     4.6600000E+02   1.9366027E+03   2.0629922E+04
     4.6700000E+02   1.9366018E+03   2.0365158E+04
     4.6800000E+02   1.9366012E+03   2.0139330E+04
     4.6900000E+02   1.9366006E+03   1.9942809E+04
     4.7000000E+02   1.9366001E+03   1.9769975E+04
     4.7100000E+02   1.9365996E+03   1.9617375E+04
     4.7200000E+02   1.9365992E+03   1.9485568E+04
     4.7300000E+02   1.9365989E+03   1.9366793E+04
     4.7400000E+02   1.9365985E+03   1.9279932E+04
     4.7500000E+02   1.9365983E+03   1.9194809E+04
     4.7600000E+02   1.9365980E+03   1.9110938E+04
     4.7700000E+02   1.9365978E+03   1.9031762E+04
     4.7800000E+02   1.9365975E+03   1.8955000E+04
     4.7900000E+02   1.9365973E+03   1.8876654E+04
     4.8000000E+02   1.9365970E+03   1.8804271E+04
     4.8100000E+02   1.9365969E+03   1.8734695E+04
     4.8200000E+02   1.9365967E+03   1.8669699E+04
     4.8300000E+02   1.9365964E+03   1.8608250E+04
     4.8400000E+02   1.9365978E+03   1.9010488E+04
     4.8500000E+02   1.9365968E+03   1.8699453E+04
     4.8600000E+02   1.9365964E+03   1.8589848E+04
     4.8700000E+02   1.9365962E+03   1.8493760E+04
     4.8800000E+02   1.9365959E+03   1.8413432E+04
     4.8900000E+02   1.9365957E+03   1.8341434E+04
     4.9000000E+02   1.9365955E+03   1.8278158E+04
     4.9100000E+02   1.9365953E+03   1.8221734E+04
     4.9200000E+02   1.9365951E+03   1.8169020E+04
     4.9300000E+02   1.9365950E+03   1.8118555E+04
     4.9400000E+02   1.9365948E+03   1.8071115E+04
