Date ,     1,     2,     3,     4,     5,     6,     7,     8,     9,    10,    11,    12,    13,    14,    15,    16,    17,    18,    19,    20,    21,    22,    23
1980-10-16, 2.129E-03, 1.293E-03, 9.462E-03, 1.163E-02, 2.443E-04, 2.046E-02, 8.236E-04, 7.548E-03, 2.231E-02, 2.602E-02, 3.511E-03, 1.224E-01, 1.063E-01, 2.466E-02, 1.415E-04, 3.234E-04, 1.953E-03, 8.142E-04, 4.184E-04, 1.593E-03, 1.260E-03, 3.593E-03, 1.451E-03
1980-10-17, 2.310E-03, 1.203E-03, 8.547E-03, 1.314E-02, 3.055E-04, 2.642E-02, 1.193E-03, 1.219E-02, 2.950E-02, 3.876E-02, 5.246E-03, 1.509E-01, 1.144E-01, 2.719E-02, 1.532E-04, 2.700E-04, 2.750E-03, 9.326E-04, 3.904E-04, 2.179E-03, 1.377E-03, 1.963E-03, 1.176E-03
1980-10-18, 2.375E-03, 1.142E-03, 8.275E-03, 1.454E-02, 3.906E-04, 3.385E-02, 1.638E-03, 2.157E-02, 3.932E-02, 5.842E-02, 7.385E-03, 1.868E-01, 1.228E-01, 2.926E-02, 1.439E-04, 2.472E-04, 3.997E-03, 9.996E-04, 4.508E-04, 2.874E-03, 1.348E-03, 1.805E-03, 1.154E-03
1980-10-19, 2.018E-03, 1.016E-03, 7.343E-03, 1.590E-02, 3.127E-04, 3.424E-02, 1.306E-03, 2.392E-02, 4.106E-02, 6.739E-02, 7.904E-03, 1.948E-01, 1.178E-01, 2.762E-02, 1.267E-04, 2.223E-04, 3.419E-03, 8.406E-04, 3.697E-04, 2.323E-03, 1.168E-03, 1.664E-03, 9.998E-04
1980-10-20, 1.857E-03, 1.352E-03, 6.750E-03, 1.743E-02, 2.852E-04, 3.685E-02, 1.181E-03, 2.488E-02, 4.178E-02, 7.124E-02, 9.195E-03, 2.006E-01, 1.176E-01, 2.724E-02, 1.169E-04, 2.052E-04, 3.098E-03, 7.715E-04, 3.409E-04, 2.105E-03, 1.077E-03, 1.537E-03, 9.235E-04
1980-10-21, 1.712E-03, 1.768E-03, 6.233E-03, 1.897E-02, 2.627E-04, 3.932E-02, 1.086E-03, 2.706E-02, 4.315E-02, 7.869E-02, 1.054E-02, 2.090E-01, 1.174E-01, 2.694E-02, 1.080E-04, 1.899E-04, 2.853E-03, 7.116E-04, 3.150E-04, 1.941E-03, 9.953E-04, 1.423E-03, 8.549E-04
1980-10-22, 1.582E-03, 2.342E-03, 5.766E-03, 2.052E-02, 2.424E-04, 4.163E-02, 1.001E-03, 2.936E-02, 4.446E-02, 8.661E-02, 1.218E-02, 2.176E-01, 1.173E-01, 2.668E-02, 1.000E-04, 1.759E-04, 2.645E-03, 6.576E-04, 2.916E-04, 1.794E-03, 9.212E-04, 1.319E-03, 7.927E-04
1980-10-23, 1.464E-03, 3.046E-03, 5.343E-03, 2.209E-02, 2.241E-04, 4.374E-02, 9.248E-04, 3.159E-02, 4.585E-02, 9.518E-02, 1.390E-02, 2.268E-01, 1.172E-01, 2.644E-02, 9.278E-05, 1.633E-04, 2.458E-03, 6.087E-04, 2.704E-04, 1.660E-03, 8.541E-04, 1.494E-03, 7.362E-04
1980-10-24, 1.357E-03, 3.851E-03, 4.960E-03, 2.384E-02, 2.076E-04, 4.567E-02, 8.558E-04, 3.372E-02, 4.710E-02, 1.043E-01, 1.581E-02, 2.363E-01, 1.171E-01, 2.647E-02, 8.618E-05, 1.518E-04, 2.276E-03, 5.645E-04, 2.511E-04, 1.539E-03, 7.931E-04, 1.904E-03, 6.847E-04
1980-10-25, 2.938E-03, 8.285E-03, 1.069E-02, 3.653E-02, 4.378E-04, 6.085E-02, 1.782E-03, 5.162E-02, 6.111E-02, 1.497E-01, 2.751E-02, 3.106E-01, 1.323E-01, 3.549E-02, 2.451E-04, 3.265E-04, 5.548E-03, 1.195E-03, 5.301E-04, 4.877E-03, 3.342E-03, 5.204E-03, 2.328E-03
1980-10-26, 4.601E-03, 1.099E-02, 1.683E-02, 4.450E-02, 5.423E-04, 6.732E-02, 2.615E-03, 5.730E-02, 6.361E-02, 1.652E-01, 3.189E-02, 3.120E-01, 1.311E-01, 3.647E-02, 3.013E-04, 4.942E-04, 5.332E-03, 1.821E-03, 6.481E-04, 4.164E-03, 4.144E-03, 8.097E-03, 3.012E-03
1980-10-27, 2.406E-03, 1.021E-02, 9.062E-03, 3.933E-02, 3.667E-04, 6.098E-02, 1.681E-03, 6.157E-02, 6.177E-02, 1.787E-01, 2.920E-02, 3.391E-01, 1.254E-01, 3.305E-02, 1.516E-04, 2.706E-04, 4.007E-03, 9.916E-04, 4.442E-04, 2.717E-03, 2.710E-03, 6.710E-03, 1.588E-03
1980-10-28, 2.203E-03, 1.133E-02, 8.653E-03, 4.130E-02, 3.315E-04, 6.218E-02, 1.614E-03, 6.373E-02, 6.061E-02, 1.868E-01, 3.096E-02, 3.482E-01, 1.235E-01, 3.313E-02, 1.392E-04, 2.482E-04, 3.563E-03, 9.050E-04, 4.055E-04, 2.455E-03, 3.268E-03, 7.644E-03, 1.993E-03
1980-10-29, 2.022E-03, 1.245E-02, 8.405E-03, 4.342E-02, 3.507E-04, 6.350E-02, 1.672E-03, 6.775E-02, 6.060E-02, 1.980E-01, 3.302E-02, 3.559E-01, 1.224E-01, 3.364E-02, 1.281E-04, 2.286E-04, 3.327E-03, 8.313E-04, 3.731E-04, 2.255E-03, 3.921E-03, 8.598E-03, 2.500E-03
1980-10-30, 1.860E-03, 1.358E-02, 8.317E-03, 4.586E-02, 3.963E-04, 6.501E-02, 1.780E-03, 7.219E-02, 6.091E-02, 2.099E-01, 3.550E-02, 3.613E-01, 1.216E-01, 3.428E-02, 1.181E-04, 2.109E-04, 3.035E-03, 7.653E-04, 3.440E-04, 2.076E-03, 4.651E-03, 9.567E-03, 3.132E-03
1980-10-31, 1.715E-03, 1.470E-02, 8.373E-03, 4.842E-02, 4.563E-04, 6.665E-02, 1.921E-03, 7.622E-02, 6.136E-02, 2.224E-01, 3.817E-02, 3.684E-01, 1.211E-01, 3.506E-02, 1.092E-04, 1.950E-04, 2.795E-03, 8.227E-04, 3.178E-04, 1.915E-03, 5.436E-03, 1.053E-02, 3.862E-03
1980-11-01, 1.584E-03, 1.581E-02, 8.731E-03, 5.110E-02, 5.334E-04, 6.844E-02, 2.092E-03, 8.038E-02, 6.209E-02, 2.346E-01, 4.103E-02, 3.756E-01, 1.209E-01, 3.593E-02, 1.011E-04, 1.806E-04, 2.579E-03, 1.027E-03, 2.941E-04, 1.770E-03, 6.252E-03, 1.147E-02, 4.773E-03
1980-11-02, 1.466E-03, 1.690E-02, 9.209E-03, 5.386E-02, 6.241E-04, 7.041E-02, 2.285E-03, 8.461E-02, 6.321E-02, 2.469E-01, 4.410E-02, 3.827E-01, 1.207E-01, 3.686E-02, 9.370E-05, 1.675E-04, 2.384E-03, 1.265E-03, 2.726E-04, 1.638E-03, 7.170E-03, 1.237E-02, 5.913E-03
1980-11-03, 1.359E-03, 1.796E-02, 9.831E-03, 5.667E-02, 7.252E-04, 7.245E-02, 2.532E-03, 8.881E-02, 6.466E-02, 2.588E-01, 4.724E-02, 3.897E-01, 1.207E-01, 3.789E-02, 8.702E-05, 1.556E-04, 2.208E-03, 1.564E-03, 2.532E-04, 1.519E-03, 8.176E-03, 1.322E-02, 7.193E-03
1980-11-04, 1.262E-03, 1.898E-02, 1.058E-02, 5.950E-02, 8.335E-04, 7.464E-02, 2.914E-03, 9.212E-02, 6.635E-02, 2.703E-01, 5.051E-02, 3.922E-01, 1.208E-01, 3.906E-02, 8.093E-05, 1.713E-04, 2.048E-03, 1.912E-03, 2.619E-04, 1.411E-03, 9.184E-03, 1.401E-02, 8.569E-03
1980-11-05, 1.173E-03, 1.995E-02, 1.142E-02, 6.232E-02, 9.460E-04, 7.682E-02, 3.352E-03, 9.537E-02, 6.833E-02, 2.811E-01, 5.386E-02, 3.972E-01, 1.210E-01, 4.046E-02, 7.536E-05, 2.173E-04, 1.902E-03, 2.297E-03, 3.016E-04, 1.313E-03, 1.020E-02, 1.475E-02, 1.004E-02
1980-11-06, 1.092E-03, 2.087E-02, 1.235E-02, 6.514E-02, 1.060E-03, 7.900E-02, 3.828E-03, 9.857E-02, 7.069E-02, 2.914E-01, 5.718E-02, 4.033E-01, 1.214E-01, 4.221E-02, 7.027E-05, 2.693E-04, 1.770E-03, 2.710E-03, 3.478E-04, 1.223E-03, 1.121E-02, 1.543E-02, 1.154E-02
1980-11-07, 2.755E-03, 2.495E-02, 2.230E-02, 7.780E-02, 1.727E-03, 9.356E-02, 6.875E-03, 1.256E-01, 8.678E-02, 3.462E-01, 7.326E-02, 4.692E-01, 1.296E-01, 5.297E-02, 2.081E-04, 6.625E-04, 4.851E-03, 4.752E-03, 8.547E-04, 3.217E-03, 1.617E-02, 1.865E-02, 1.738E-02
1980-11-08, 6.025E-03, 3.377E-02, 4.301E-02, 1.026E-01, 2.818E-03, 1.199E-01, 1.231E-02, 1.649E-01, 1.153E-01, 4.338E-01, 1.004E-01, 5.747E-01, 1.415E-01, 6.941E-02, 4.902E-04, 1.458E-03, 9.271E-03, 8.681E-03, 1.782E-03, 5.635E-03, 2.547E-02, 2.612E-02, 2.836E-02
1980-11-09, 1.915E-03, 3.157E-02, 2.514E-02, 8.779E-02, 2.032E-03, 1.013E-01, 8.365E-03, 1.339E-01, 9.741E-02, 3.784E-01, 8.414E-02, 4.971E-01, 1.308E-01, 6.096E-02, 2.040E-04, 9.028E-04, 3.685E-03, 6.170E-03, 1.034E-03, 2.129E-03, 2.004E-02, 2.095E-02, 2.268E-02
1980-11-10, 1.764E-03, 3.526E-02, 2.650E-02, 9.050E-02, 2.095E-03, 1.021E-01, 8.824E-03, 1.350E-01, 1.003E-01, 3.826E-01, 8.622E-02, 4.958E-01, 1.299E-01, 6.516E-02, 2.453E-04, 9.882E-04, 3.650E-03, 6.562E-03, 1.110E-03, 1.963E-03, 2.114E-02, 2.131E-02, 2.400E-02
1980-11-11, 8.804E-03, 5.619E-02, 6.972E-02, 1.355E-01, 4.264E-03, 1.540E-01, 2.084E-02, 2.216E-01, 1.566E-01, 5.551E-01, 1.405E-01, 6.656E-01, 1.560E-01, 1.053E-01, 1.266E-03, 2.610E-03, 1.566E-02, 1.423E-02, 3.153E-03, 8.718E-03, 4.139E-02, 3.395E-02, 4.476E-02
1980-11-12, 2.909E-03, 5.470E-02, 4.146E-02, 1.128E-01, 2.931E-03, 1.229E-01, 1.393E-02, 1.679E-01, 1.281E-01, 4.579E-01, 1.108E-01, 5.634E-01, 1.388E-01, 9.009E-02, 6.706E-04, 1.675E-03, 6.401E-03, 9.910E-03, 1.864E-03, 2.945E-03, 3.077E-02, 2.612E-02, 3.430E-02
1980-11-13, 2.824E-03, 6.155E-02, 4.243E-02, 1.158E-01, 2.902E-03, 1.217E-01, 1.420E-02, 1.661E-01, 1.305E-01, 4.548E-01, 1.104E-01, 5.546E-01, 1.367E-01, 9.564E-02, 7.306E-04, 1.719E-03, 6.260E-03, 1.004E-02, 1.891E-03, 2.690E-03, 3.122E-02, 2.606E-02, 3.471E-02
1980-11-14, 2.774E-03, 6.821E-02, 4.338E-02, 1.190E-01, 2.872E-03, 1.206E-01, 1.443E-02, 1.644E-01, 1.330E-01, 4.517E-01, 1.100E-01, 5.473E-01, 1.355E-01, 1.011E-01, 7.883E-04, 1.756E-03, 6.144E-03, 1.013E-02, 1.914E-03, 2.465E-03, 3.160E-02, 2.596E-02, 3.504E-02
1980-11-15, 2.758E-03, 7.548E-02, 4.434E-02, 1.226E-01, 2.844E-03, 1.198E-01, 1.467E-02, 1.631E-01, 1.364E-01, 4.492E-01, 1.098E-01, 5.408E-01, 1.346E-01, 1.075E-01, 8.457E-04, 1.790E-03, 6.053E-03, 1.022E-02, 1.935E-03, 2.263E-03, 3.197E-02, 2.588E-02, 3.536E-02
1980-11-16, 2.770E-03, 8.529E-02, 4.533E-02, 1.265E-01, 2.819E-03, 1.192E-01, 1.491E-02, 1.621E-01, 1.427E-01, 4.472E-01, 1.096E-01, 5.354E-01, 1.340E-01, 1.150E-01, 9.019E-04, 1.822E-03, 5.982E-03, 1.030E-02, 1.956E-03, 2.083E-03, 3.234E-02, 2.583E-02, 3.565E-02
1980-11-17, 2.806E-03, 9.513E-02, 4.632E-02, 1.307E-01, 2.796E-03, 1.188E-01, 1.514E-02, 1.613E-01, 1.502E-01, 4.456E-01, 1.096E-01, 5.311E-01, 1.336E-01, 1.227E-01, 9.565E-04, 1.852E-03, 5.927E-03, 1.038E-02, 1.975E-03, 1.921E-03, 3.269E-02, 2.580E-02, 3.594E-02
1980-11-18, 2.860E-03, 1.049E-01, 4.730E-02, 1.351E-01, 2.776E-03, 1.186E-01, 1.537E-02, 1.608E-01, 1.588E-01, 4.444E-01, 1.096E-01, 5.317E-01, 1.333E-01, 1.303E-01, 1.009E-03, 1.879E-03, 5.884E-03, 1.045E-02, 1.992E-03, 1.776E-03, 3.303E-02, 2.579E-02, 3.620E-02
1980-11-19, 2.931E-03, 1.139E-01, 4.827E-02, 1.395E-01, 2.757E-03, 1.186E-01, 1.559E-02, 1.605E-01, 1.679E-01, 4.435E-01, 1.096E-01, 5.282E-01, 1.331E-01, 1.376E-01, 1.059E-03, 1.903E-03, 5.850E-03, 1.052E-02, 2.009E-03, 1.644E-03, 3.336E-02, 2.578E-02, 3.645E-02
1980-11-20, 3.013E-03, 1.212E-01, 4.920E-02, 1.439E-01, 2.740E-03, 1.186E-01, 1.580E-02, 1.606E-01, 1.768E-01, 4.429E-01, 1.097E-01, 5.260E-01, 1.330E-01, 1.439E-01, 1.106E-03, 1.926E-03, 5.823E-03, 1.058E-02, 2.023E-03, 1.524E-03, 3.366E-02, 2.579E-02, 3.668E-02
1980-11-21, 3.105E-03, 1.276E-01, 5.011E-02, 1.483E-01, 2.724E-03, 1.188E-01, 1.600E-02, 1.610E-01, 1.856E-01, 4.426E-01, 1.098E-01, 5.246E-01, 1.330E-01, 1.497E-01, 1.150E-03, 1.946E-03, 5.800E-03, 1.064E-02, 2.037E-03, 1.416E-03, 3.394E-02, 2.580E-02, 3.689E-02
1980-11-22, 4.240E-03, 1.372E-01, 5.670E-02, 1.587E-01, 2.978E-03, 1.257E-01, 1.780E-02, 1.737E-01, 2.025E-01, 4.648E-01, 1.169E-01, 5.436E-01, 1.366E-01, 1.621E-01, 1.350E-03, 2.171E-03, 7.506E-03, 1.165E-02, 2.311E-03, 2.258E-03, 3.691E-02, 2.714E-02, 3.968E-02
1980-11-23, 3.566E-03, 1.396E-01, 5.344E-02, 1.590E-01, 2.782E-03, 1.216E-01, 1.691E-02, 1.669E-01, 2.045E-01, 4.510E-01, 1.128E-01, 5.277E-01, 1.346E-01, 1.616E-01, 1.283E-03, 2.043E-03, 6.147E-03, 1.105E-02, 2.132E-03, 1.381E-03, 3.545E-02, 2.621E-02, 3.820E-02
1980-11-24, 3.701E-03, 1.434E-01, 5.428E-02, 1.631E-01, 2.764E-03, 1.220E-01, 1.705E-02, 1.680E-01, 2.115E-01, 4.508E-01, 1.130E-01, 5.249E-01, 1.345E-01, 1.647E-01, 1.318E-03, 2.056E-03, 6.107E-03, 1.109E-02, 2.139E-03, 1.285E-03, 3.563E-02, 2.623E-02, 3.833E-02
1980-11-25, 3.953E-03, 1.463E-01, 5.702E-02, 1.703E-01, 2.750E-03, 1.239E-01, 1.725E-02, 1.695E-01, 2.177E-01, 4.504E-01, 1.149E-01, 5.222E-01, 1.345E-01, 1.672E-01, 1.397E-03, 2.185E-03, 6.069E-03, 1.136E-02, 2.260E-03, 1.198E-03, 3.614E-02, 2.735E-02, 3.974E-02
1980-11-26, 4.528E-03, 1.499E-01, 5.918E-02, 1.746E-01, 2.934E-03, 1.278E-01, 1.867E-02, 1.819E-01, 2.340E-01, 4.729E-01, 1.190E-01, 5.441E-01, 1.370E-01, 1.755E-01, 1.478E-03, 2.169E-03, 6.767E-03, 1.180E-02, 2.259E-03, 1.380E-03, 3.804E-02, 2.683E-02, 4.014E-02
1980-11-27, 4.473E-03, 1.497E-01, 5.888E-02, 1.766E-01, 2.825E-03, 1.260E-01, 1.816E-02, 1.802E-01, 2.335E-01, 4.627E-01, 1.172E-01, 5.411E-01, 1.353E-01, 1.745E-01, 1.467E-03, 2.154E-03, 6.421E-03, 1.155E-02, 2.231E-03, 1.196E-03, 3.723E-02, 2.675E-02, 3.968E-02
1980-11-28, 4.596E-03, 1.505E-01, 5.942E-02, 1.792E-01, 2.796E-03, 1.260E-01, 1.816E-02, 1.814E-01, 2.367E-01, 4.614E-01, 1.173E-01, 5.343E-01, 1.350E-01, 1.756E-01, 1.483E-03, 2.150E-03, 6.358E-03, 1.150E-02, 2.222E-03, 1.116E-03, 3.717E-02, 2.669E-02, 3.958E-02
1980-11-29, 4.720E-03, 1.512E-01, 5.995E-02, 1.814E-01, 2.771E-03, 1.261E-01, 1.816E-02, 1.836E-01, 2.397E-01, 4.604E-01, 1.175E-01, 5.306E-01, 1.348E-01, 1.764E-01, 1.497E-03, 2.147E-03, 6.282E-03, 1.147E-02, 2.214E-03, 1.042E-03, 3.712E-02, 2.661E-02, 3.950E-02
1980-11-30, 1.602E-02, 2.028E-01, 1.334E-01, 2.714E-01, 4.589E-03, 1.939E-01, 3.117E-02, 2.570E-01, 3.095E-01, 5.831E-01, 1.882E-01, 5.759E-01, 1.601E-01, 2.281E-01, 3.210E-03, 4.664E-03, 1.611E-02, 2.126E-02, 4.966E-03, 6.016E-03, 6.172E-02, 4.653E-02, 6.966E-02
1980-12-01, 1.172E-02, 1.995E-01, 1.078E-01, 2.536E-01, 4.005E-03, 1.783E-01, 2.843E-02, 2.455E-01, 3.100E-01, 5.687E-01, 1.736E-01, 5.879E-01, 1.543E-01, 2.192E-01, 2.781E-03, 3.796E-03, 1.110E-02, 1.874E-02, 3.920E-03, 2.601E-03, 5.627E-02, 3.821E-02, 6.157E-02
1980-12-02, 1.421E-02, 1.989E-01, 9.931E-02, 2.383E-01, 4.188E-03, 1.743E-01, 2.972E-02, 2.642E-01, 3.288E-01, 5.957E-01, 1.691E-01, 6.218E-01, 1.559E-01, 2.266E-01, 2.708E-03, 3.196E-03, 1.221E-02, 1.826E-02, 3.398E-03, 2.855E-03, 5.675E-02, 3.331E-02, 5.598E-02
1980-12-03, 1.271E-02, 1.817E-01, 8.521E-02, 2.146E-01, 3.759E-03, 1.538E-01, 2.437E-02, 2.512E-01, 3.044E-01, 5.544E-01, 1.472E-01, 5.843E-01, 1.484E-01, 2.139E-01, 2.124E-03, 2.718E-03, 1.113E-02, 1.438E-02, 2.866E-03, 2.379E-03, 4.728E-02, 3.011E-02, 4.709E-02
1980-12-04, 1.633E-02, 1.867E-01, 8.624E-02, 2.211E-01, 3.623E-03, 1.549E-01, 2.438E-02, 2.533E-01, 3.084E-01, 5.456E-01, 1.495E-01, 5.754E-01, 1.464E-01, 2.110E-01, 2.171E-03, 2.781E-03, 1.118E-02, 1.474E-02, 2.919E-03, 2.185E-03, 4.756E-02, 3.072E-02, 4.825E-02
1980-12-05, 2.027E-02, 1.863E-01, 8.471E-02, 2.201E-01, 3.494E-03, 1.524E-01, 2.368E-02, 2.548E-01, 3.078E-01, 5.362E-01, 1.474E-01, 5.672E-01, 1.448E-01, 2.078E-01, 2.112E-03, 2.708E-03, 1.137E-02, 1.432E-02, 2.835E-03, 2.013E-03, 4.628E-02, 3.025E-02, 4.717E-02
1980-12-06, 2.542E-02, 1.857E-01, 8.336E-02, 2.191E-01, 3.382E-03, 1.503E-01, 2.306E-02, 2.564E-01, 3.071E-01, 5.282E-01, 1.458E-01, 5.600E-01, 1.435E-01, 2.065E-01, 2.060E-03, 2.644E-03, 1.173E-02, 1.395E-02, 2.761E-03, 1.858E-03, 4.518E-02, 2.984E-02, 4.623E-02
1980-12-07, 3.160E-02, 1.850E-01, 8.218E-02, 2.177E-01, 3.284E-03, 1.487E-01, 2.252E-02, 2.580E-01, 3.064E-01, 5.212E-01, 1.444E-01, 5.539E-01, 1.425E-01, 2.036E-01, 2.015E-03, 2.588E-03, 1.226E-02, 1.364E-02, 2.696E-03, 1.718E-03, 4.421E-02, 2.947E-02, 4.541E-02
1980-12-08, 3.934E-02, 1.844E-01, 8.115E-02, 2.164E-01, 3.199E-03, 1.474E-01, 2.205E-02, 2.594E-01, 3.056E-01, 5.152E-01, 1.433E-01, 5.485E-01, 1.417E-01, 2.024E-01, 1.974E-03, 2.538E-03, 1.298E-02, 1.336E-02, 2.638E-03, 1.592E-03, 4.337E-02, 2.914E-02, 4.469E-02
1980-12-09, 4.769E-02, 1.838E-01, 8.026E-02, 2.151E-01, 3.124E-03, 1.463E-01, 2.163E-02, 2.607E-01, 3.048E-01, 5.100E-01, 1.425E-01, 5.437E-01, 1.410E-01, 2.012E-01, 1.938E-03, 2.494E-03, 1.389E-02, 1.311E-02, 2.587E-03, 1.477E-03, 4.264E-02, 2.882E-02, 4.406E-02
1980-12-10, 5.671E-02, 1.832E-01, 7.948E-02, 2.139E-01, 3.058E-03, 1.454E-01, 2.126E-02, 2.617E-01, 3.040E-01, 5.055E-01, 1.418E-01, 5.395E-01, 1.405E-01, 2.001E-01, 1.906E-03, 2.454E-03, 1.518E-02, 1.289E-02, 2.541E-03, 1.373E-03, 4.199E-02, 2.853E-02, 4.351E-02
1980-12-11, 6.471E-02, 1.828E-01, 7.881E-02, 2.131E-01, 2.999E-03, 1.446E-01, 2.093E-02, 2.624E-01, 3.032E-01, 5.017E-01, 1.413E-01, 5.358E-01, 1.401E-01, 1.989E-01, 1.878E-03, 2.419E-03, 1.668E-02, 1.270E-02, 2.500E-03, 1.277E-03, 4.143E-02, 2.828E-02, 4.303E-02
